Category,Headline
Health Care,Bengaluru could see nearly 6500 daily cases if COVID-19 safety measures not followed: Karnataka Health Minister
Health Care,Travelling to Bengaluru? Make sure you have RT-PCR negative report with you
Health Care,"Karnataka health minister urges medical students to take vaccine, find out why"
Education,Madhya Pradesh Education Minister Directs Colleges To Conduct Exams Online
Education,Karnataka Rules Out Online Examintaion For Higher Classes
Education,Jammu Has Emerged As Education Hub Of North India: Union Minister
Education,CSIR Adopts 295 Atal Tinkering Labs (ATLs) Across India
Education,IIT Kharagpur Researchers Develop Betel Leaf Essential Oil Extractor
Education,"Online Classes, Open Book Exams: BHU Issues New COVID-19 Guidelines"
Education,IIT Madras Announces Fellowship in 'AI For Social Good'
Education,US Mission to India implements courses for teachers in support of the new National Education Policy
Education,Maharastra postpones state board exams due to the spike in COVID-19 cases
Education,NATA Results 2021 to be announced on April14
Education,IIT-Madras launches 'Cricket Hackathon 2021' for data science enthusiasts
Education,"Anna University result for 2nd, 3rd, final year engineering students released"
Education,Now will NEP 2020 affect the coaching industry in India?
Education,India worlds largest democratic educational ecosystem: Educational Minister
Education,PM to address Association of India Universities 95th annual meet tomorrow
Education,How digitisation and technology are shaping education in India
Education,Fee financing paving roadmap of recovery for education sector post pandemic
Education,ITMO: Introducing ITMO's New School of Physics and Engineering
Education,Prof. Qayyum Hussain takes over as VC Cluster University Srinagar
Education,Embedding Technology in Education: The Potential of India's 
Education,Byju's acquires Aakash Educational Services
Education,"The best practices of spiritual, moral and civil-patriotic education"
Education,"Partial lockdown in Bihar, educational institutions shut till April 18"
Education,Long-Term Positive Imoact of Covid on Indian Education
Education,Report: Indian Government's Initiatives to Boost Big Data…
Education,Delhi: Infections in educational institutes caue concern
Education,"Union Bank, State Bank of India offer education loans ay 6.8-6.58%"
Education,Here's why women's education doesn't translate to…
Education,5 edtech platforms for oreschool kids
Education,"SC, ST, OBC representation in India education is dismal, upper-caste nexus persists"
Education,GSHSEB polls deferred indefinitely
Education,Edtech in higher education: Digital equity & cybersecurity are concern areas
Education,"AISA callsfor vaccination of students, teachers"
Education,"Poor quality of legal education worrying, says justice Ramana"
Education,Ashoka and After: The Universities We Believe In…
Education,"Education loan NPAs: Nursing, engg students bigger defaulters than those inn MBA, medicine"
Education,"India's AICTE Guidelines for Online, Open and Distance Learning"
Education,Data Science Hiring Process At Lam Research India
Education,3 Out of 4 children faced combination of challenges to…
Education,Odisha to continue Anwesha scheme to provide quality…
Education,How do you nudge a child to a lifelong desire of learning?
Education,"University exams to be conducted in May, not April: MP Higher Education Minister"
Education,ASTS global education makes students industry- ready with…
Education,Foreign admissionsat OU witness dip
Education,5 ways students can motivate themselves to achieve their career and life goals
Education,Trends that will transform highr education in 2021
Education,"JNU admissions to being from April, online classes to continue: Vice-Chancellor"
Education,HP Launches New HP Chromebook 11a Suitable For…
Education,How Covid-19 pandemic is reshaping the education industry
Education,Buget Explainer: How India funds pub;ic school education
Education,Rural India: The key propel education in India
Education,Online education in India set for a boom in volumes
Education,"Can't go back to classroom-only teaching, 'blended learning' is the future, say experts"
Education,Education: Is online lerning the 'new normal'?
Education,India gets a new education policy after 34 years
Education,Redesigning science education is essential for India
Education,"How AR, VR nd AI technology is making education more accessible post-Covid"
Education,"New Education policy, new platforms and new techniques for teachers"
Education,Strengthening the online education ecosystem in India
Education,Growing Popularity of Digital Education in India
Education,Amazon makes education push in India with JEE preparation app
Education,Digital India' is not prepared for digital eduction
Education,A new vision for legal education in India
Education,Explainer: Why Budget 2021 is crucial for public school education in India
Education,Re-imaging education in an India at 100
Education,How e-learning is transforming the education sector
Education,IBPS Clerk Main Result 2020 declared at ibps.in
Education,50 students from two J&K schools test positive for Covid-19
Education,IIT Kharagpur project adopted by IIT Ropar and IIT Jodhpur
Education,CBSE Curriculum 2021 senior secondary notice released
Education,Jamia Millia Islamia conducts research on new cancer
Education,MadhyaPradesh schools to remain closed
Education,KV Admission 2021: Kendriya Vidyalaya Class 1 admission to begin from April 1
Education,40% courses per semester can be offered online by universities: UGC
Education,How Saturday art class helped students embrace their inner artists amid Covid-19 lockdown
Education,"Telangana exams postponed, schools, college closed"
Education,IIT Kharagpur making Sanskrit accessible with their Artificial Intelligence-based system
Education,"3 schools in Kolkata shut as students, teachers test positive for Covid-19"
Education,"Delhi Nursery Admission 2021-22: Second merit list released, check details here"
Education,"JEE Main 2021 March Result out in just 6 dys, exam conducted first time in Kargil"
Education,Jamia Millia Islamia's 34 students of RCA clears UPSC Mains
Education,Jamia Hamdard hosts faculty development program on Entrepreneurship
Education,BSEB 12th result 2021 to e announced anytime soon
Education,"List of states shutting down schools, colleges die to Covid-19 surge"
Education,Telanaga educational institutes barring medical colleges shut from today
Education,"Karanataka colleges not to close, offline classes to continue"
Education,100 schools with specialised  excellence to get started in Delhi
Education,"New timings announced for Haryana class 9, 11 final exams"
Education,Girl PG students in Haryana from low-income families to not pay tuition fees
Education,AP schools to continue with physical classes 
Education,"Chandigarh schools, colleges closed till March 31 due to Covid-19"
Education,India did well in transition to digital learning: Oxford Report
Education,"SSLC, HSC Exams begin in Kerala"
Education,"IIT Delhi develops device for early, rapid diagnosis of dengue"
Education,"NATA 2021: First Exam on April 10, Admit Cards Expected soon"
Education,Delhi night curfew: JNU Restricts movement inside campus
Education,Tripura Joint Entrance Examination (TJEE) Registration Begins; Exam on June 23
Education,IIT Delhi reduces its Carbon Footprint by over 50 percent
Education,ICAI Asks branchs to conduct soft skills nd IT courses online or offline
Education,IIT Madras Invites Applications for MS Programme
Education,IISc Bangalore announces Mtech In Quantum Technology; Apply By March 31
Education,UGC allows universities to offer 40% of courses online through SWAYAM
Education,OP Jindal launches first-of-its-kind UAS programme
Education,"IIT Hyderabad, Deakin University to offer joint doctoral programme"
Education,US colleges divided over requiring student vaccinations
Education,"How to prepare and attempt CBSE, CISCE economics paper"
Education,Bihar Board Class 10 scrutiny application to begin today
Education,"Seeking alternative assessment for classes X, XII says Maharastra education department"
Education,"Slashed fees, learning gaps: Challenges that lie ahead for schools"
Education,"UP Board class 10, 12 exam dates revised"
Education,Only 25% parents in Delhi willing to send kids back to school: Survey
Education,"CBSE, AICTE to launch training courses for teachers"
Education,Don't fear exams: PM Modi to students in 'Pariksha Pe Charcha'
Education,Students go on rampage in Sambalpur University demanding online semester exams
Education,DUTA organises outreach programme to create awarness about 12 govt colleges
Education,"Alagappa University offers online UG, PG degree programmes"
Education,"IIMC students demand to open campus, waive off fees"
Education,Decision on assessment for class  1-9 students soon: Karnataka Education Minister
Education,"SPPU to begin mock test for UG, PG students as practice for final exams"
Education,JNU issues fresh directions to prevent spread of Covid-19 on campus
Education,Mixed reaction on AICTE's new engineering norms
Education,"NT CMAT 2021 answer key released, here's how to calculate percentile"
Education,Hyderabad University offers diploma course in Artificial Intelligence anf Machine Learning
Education,Delhi Board of schools education's general body conducts first meeting
Education,"Internship at Rajya Sabha: Last day to apply, here's all you need to know"
Education,Ramesh Pokhriyal inaugurates centre for happiness at IIM- Jammu
Education,Over 1.74 lakh candidates applied for NEET-PG 2021
Education,University of Dundee offers scholarship for Indian students
Education,CMAT 2021: Here's how to spend a day before exam
Education,IIT-Madras to celebrate research scholars day 2021 virtually amid pandemic
Education,WBJEE 2021 application process ends today
Education,Bihar Board intermediate 12th result 2021: Here’s how to apply for scrutiny
Education,Bihar Board intermediate 12th result 2021: Here’s how to apply for scrutiny
Education,IGNOU offers combination of courses across programmes to students
Education,Know about KUDSIT – India’s first digital university and courses it offers
Education,Know about KUDSIT – India’s first digital university and courses it offers
Education,Parts of IIM-A declared micro containment zone by Ahmedabad Municipal Corporation
Education,Parts of IIM-A declared micro containment zone by Ahmedabad Municipal Corporation
Education,"Kavya Chopra tops JEE Main 2021, becomes first female to score 100 percentile"
Education,Education Minister launches NCERT curriculum-based comic books for Classes 3 to 12
Education,ICAI to announce CA Intermediate result on March 26 or 27
Education,CBSE launches new assessment framework for Classes 6 to 10
Education,How school closure affected special children and their parents
Education,Osmania University UG 2021 result announced: Here’s how to check
Education,Animal Research Facility opens at Jawaharlal Nehru University
Education,Animal Research Facility opens at Jawaharlal Nehru University
Education,IIT-Hyderabad to offer certificate programme on ‘Business Model Innovation
Education,"IIT-Bombay GATE result 2021 HIGHLIGHTS: Meet toppers, know their preparation"
Education,IIM Sambalpur launches Executive MBA programme
Education,"Space Technology Incubation Centres opened at NIT Nagpur, Bhopal and Rourkela"
Education,Hong Kong University of Science and Technology offers scholarship for meritorious students
Education,"Space Technology Incubation Centres opened at NIT Nagpur, Bhopal and Rourkela"
Education,New AICTE rules: Niti member and Scientific Advisor urge caution
Education,"JEE Main March session 2021 concludes, ‘maths tough’ in all sessions"
Education,"Teacher education institutions functioning as ‘commercial shops’, finds study"
Education,Telangana govt to decide on schools in couple of days: CM K Chandrasekhar Rao
Education,IIT-Madras announces scholarships for BSc in programming and data science students
Education,Karnataka likely to begin next academic year for schools from July 15
Education,"IIM-Rohtak introduces 5-year integrated LLB programme, admission through CLAT score"
Education,Rajasthan: No exams till Class 5 in govt schools due to Covid-19
Education,"Disturbed by ‘misappropriation’ in minority scholarship schemes, says House panel"
Education,"NIFT result 2021 released, here’s how to check"
Education,"Schools in Noida, Greater Noida, can’t hike fees in 2021-22: district administration"
Education,"IISc KVPY result 2020 declared, here’s how to check"
Education,"Critic, scholar Pratap Bhanu Mehta resigns as Ashoka professor"
Education,BHU students protest decision to make Nita Ambani visiting professor
Education,"Over 50% faculty positions reserved for SC, ST, OBC vacant in IIMs: Govt"
Education,Govt to release more funds for Delhi University
Education,IGNOU January session re-registration process further extended
Education,"Delhi’s own education board: Principals, students welcome DBSE; parents’ associations concerned"
Education,CBSE launches artificial intelligence platform for students
Education,"IIT-Delhi, Hebrew University of Jerusalem partner to support for interdisciplinary research"
Education,Delhi Technological University partners Samsung to set up innovation lab
Education,Anna University pulled up for giving reservation to EWS
Education,Govt decides to admit girl cadets in all Sainik schools from 2021-22
Education,"Kerala KMAT postponed, check revised schedule"
Education,IGNOU launches MA in folklore and culture studies through ODL mode
Education,"Virtual interaction, real happiness: ‘Grateful for online education facilities in govt schools'"
Education,"Suspended DU V-C writes to Kovind, gives up charge on completion of 5-year-term"
Education,Aligarh Muslim University to set up centre of Sufism and Islamic Philosophy
Education,IIT-Delhi to provide digital support to students from economically weaker backgrounds
Education,"How to become a CA: Course details, paper-wise preparation tips"
Education,"Sainik School AISSEE 2021 answer key released, here’s how to raise objections"
Education,"India score in QS subject ranking: 25 programmes, 12 institutes in top 100"
Education,"Nishank congratulates institutions secured top position in QS ranking, says ‘potential to reach international level’"
Education,UK to open new graduate route for international students on July 1
Education,IIT-Kanpur launches online certificate programme in blockchain technology
Education,"IGNOU B.Ed programme 2021: Check application process details, eligibility, entrance test date"
Education,Gujarat: New scheme to streamline Sanskrit education system
Education,"Gujarat: Education gets big push, Rs 764-crore increase in allocation"
Education,"No decision yet on extending RTE benefits, Delhi HC pulls up govt"
Education,Closure of schools due to Covid impacted 247 million children in India: UNICEF
Education,Teacher groups slam move to merge DU’s College of Art with AUD
Education,DPS students stopped from taking exam over unpaid fee
Education,"In 3 days, survey finds 640 ‘out of school students’ in PMC limits; number may rise further"
Education,AAP govt merges 13 institutes to create Delhi Skills & Entrepreneurship varsity
Education,Pvt unaided schools can’t debar students for non-payment of hiked fees for 2020-21: Bombay HC
Education,National Education Policy will help make India self-reliant: PM Modi
Education,"As move to replace HA School management gathers pace, DES terms tender illegal"
Education,IIM-Udaipur invites applications for PG diploma in business administration for working executives
Education,Bihar Board declares industrial training higher secondary exam result
Education,How changes in NEET PG 2021 exam pattern will affect students
Education,Medical Coding – know all about job role which merges coding and medicine
Education,ICAI extends last date for waiving off condonation fees for CA students
Education,Amrita Vishwa Vidyapeetham launches online certificate programme on Mahabharata
Education,No further reduction in CBSE Class 10 social science syllabus: official
Education,"‘National Medical Commission will bring great transparency,’ says PM Modi"
Education,"JKBOSE declares Class 10 Kashmir division 2020 results, how to check"
Education,"Now, GMAT aspirants can appear with Aadhaar card"
Education,Covid effect: Admission in foreign universities likely to be tough in 2021
Education,AP govt to implement CBSE system for classes 1 to 7 in its schools from 2021-22
Education,Odisha plus two exam to start from May 18
Education,"Tamil Nadu Class 9, 10 and 11 students to be promoted without exam"
Education,"Facing objections, Govt scraps order curbing webinars"
Education,"DU mulls mix of boards, entrance for admissions"
Education,"No offline exams up to Class 8 in Delhi govt schools, students to be graded on assignments"
Education,"ICSI CS professional, executive programme result declared"
Education,Jammu authorities launch aptitude test for students of government schools
Education,"Delhi University admissions 2021 to be 50% on CUCET, 50% on board exam marks"
Education,"Sensitise students, parents about cyber threats, online bullying: Delhi govt to schools"
Education,Coming across cases where education system is being distorted and perverted: SC
Education,Pokhriyal meets heads of centrally-funded educational institutions of Gujarat
Education,"BITSAT 2021 application process begins, here’s all you need to know about the entrance exam"
Education,IIM-Calcutta announces programme on communication strategies for corporate leaders
Education,"Over 45K choose to take JEE Main 2021 in Indian languages, 7.15 lakh register for exam"
Education,"Jamia students stage protest; demand reopening of campus, resumption of physical classes"
Education,IIM Calcutta turf war: Director goes to govt against Chairman
Education,"Education Minister asks IITs to share faculty, develop ‘one IIT one thrust area’ approach"
Education,MBAs not employable’: Academicians demand curriculum overhaul
Education,"Chhattisgarh CGSOS 10th, 12th application process 2021 dates extended"
Education,JEE Main 2021 begins today: Things you need to do when you enter exam hall
Education,Scindia School aptitude analysis to be held online on February 27
Education,"AIBE XVI exam 2021 postponed, check revised schedule"
Education,Primary education in mother tongue can boost child’s self-esteem and creativity: Venkaiah Naidu
Education,Four panels to look into governance reforms for IITs
Education,NEP reflects Modi govt’s commitment towards empowerment of Indian languages: Amit Shah
Education,"TISSNET 2021: Check paper analysis, selection process details"
Education,"UGC finalises draft for Indian, global institutions offering joint or dual degrees"
Education,Focus on stress management for senior students at govt schools
Education,J-K Lt Governor Manoj Sinha launches 607 vocational labs
Education,"Karnataka CET to be held on July 7, 8"
Education,Delhi govt grants one-month relaxation for nursery admission
Education,India’s first Digital Varsity comes up in Kerala
Education,Boost your productivity for JEE Main 2021 preparations with Pomodoro technique
Education,IGNOU launches MSc in Environmental Science
Education,"Bihar Board matric social science question paper floated on WhatsApp, SBI employee held: BSEB"
Education,School timings in Punjab to change from February 22
Education,Done with CAT? Here’s why you should consider MBA analytics
Education,"Haryana BSEH DElEd first, second year re-appear exam dates announced"
Education,SPPU given nod to start its sub-centre in Qatar: Samant
Education,"UGC frames draft regulations for dual, twinning, joint degrees with foreign varsities"
Education,PM Narendra Modi appeals to students to adopt a ‘nation first’ approach to find solutions to problems
Education,"I-T raids at Karnataka medical colleges unearth ‘cash for seat’ scam, Rs 402 cr found"
Education,"If you don’t know an answer, repeat the question: Edu director advice"
Education,Caste-based question in DSSSB exam: Court orders FIR
Education,IIIT-Hyderabad launches PG certificate in IoT and smart analytics
Education,"Less than half of Indian graduates are employable, BTechs have highest skills: Report"
Education,"How to check ICSI CS professional, executive programme December result 2020"
Education,Preparation hacks to crack WBJEE 2021
Education,IIT-Bombay GATE 2021 response sheet
Education,Pariksha Pe Charcha 2021 with PM Modi to be held in March: Nishank
Education,Google rolls out India-specific features to aid remote education
Education,UGC asks varsities to encourage students to take ‘cow science’ exam
Education,"As Covid cases dip, students pressure colleges to resume physical classes"
Education,HPBoSE practical exams to begin from March 24
Education,"Join Military Nursing Service, admissions open for BSc course"
Education,IIM-Ahmedabad launches centre for transportation and logistics research
Education,"TNDGE HSE +2 exams from May 3, check date sheet"
Education,"Over 3000 children of migrants to return to JNVs, schools to offer bridge courses to fill in learning gap"
Education,Haryana to open special schools for children with disability: Education minister Kanwar Pal
Education,Sisodia urges universities to reflect on how to stop ‘brain drain’
Education,NTA CMAT 2021 postponed due to change in paper pattern
Education,IGNOU re-registration process for January session extended further
Education,JNU professor receives award for promoting Korean studies in India
Education,Colleges reopen in rural areas of Thane after 11 months
Education,"Delhi University reopens 4 more libraries for research scholars, faculty members"
Education,GATE 2021 last day analysis: Maximum students attempted ‘humanities and social sciences’ from IIT-Bombay zone
Education,PM Narendra Modi inaugurates ‘discovery campus’ of IIT-Madras
Education,JEE Main 2021: Important books to refer during last few days
Education,"College, universities in Uttar Pradesh to reopen from Monday"
Education,Bihar Board BSEB intermediate exams for 13.5 lakh students over
Education,"Skill Ministry rolls out MGNF: Fellows to be trained by IIMs, monthly stipend up to Rs 60,000"
Education,Students can choose JEE Main exam date to avoid clash with board exams: NTA
Education,Over 56 lakh school teachers to be trained through NISHTHA in 2021-2022
Education,Court relief for 39 Ambedkar University staffers stripped of permanent roles
Education,"Karnataka PUC II exam timetable released, check schedule"
Education,AP private universities mulling 35% seats reserved under govt quota
Education,"Haryana BSEH DElEd first, second year re-appear exams cancelled"
Education,"After 11 months, students are back at school, caution advised"
Education,GMAT restores analytical writing assessment section
Education,Global teacher prize winner Rainjitsinh Disale to guide Maharashtra teachers in workshops
Education,BCI to SC: Rules scrapping 1-year LL.M programme effective from 2022-2023
Education,SC to Centre: Ensure proper guidelines to facilitate exam candidates with disabilities
Education,North MCD’s schools to see overhaul in teaching-learning
Education,"39 regular staff made contractual, AUD removes Pro V-C from his post"
Education,"Begin new academic year from April 1, CBSE writes to schools"
Education,"Over 2.5 million candidates appeared JEE Main, NEET and CAT in 2020"
Education,IGNOU launches diploma in value education
Education,"ICAI’s ARF to offer employability training for youth, launches accounts assistant scheme"
Education,India Education Summit Day 3 HIGHLIGHTS: From work from home to data science – this is what future of jobs looks like
Education,Hong Kong’s Lee Maan Ki wins IIHM Young Chef Olympiad 2021
Education,Study points to learning loss due to Covid school closure
Education,Upper-primary classes resume in Uttar Pradesh after almost a year
Education,Law Ministry junks MoE proposal on IIMs
Education,"Ayush officials take strong stand against ‘mixopathy’, but say no conflict with modern medicine"
Education,"SC stays HC verdict asking schools to provide gadgets, internet to poor students"
Education,"ATSE 2020 result declared, meet the toppers"
Education,"IIM-Sambalpur begins phase-wise reopening, online classes to continue"
Education,IGNOU launches PG Diploma in Corporate Social Responsibility through ODL mode
Education,Amrita Vishwa Vidyapeetham offers full-time online degrees
Education,"Coaching centres, ITIs, libraries get nod to reopen in Raipur"
Education,"In Jammu, Class 10, 12 exams to commence from April 1"
Education,IIM-Calcutta ranks 44 in FT Global MBA Ranking 2021 for MBAEx programme
Education,Odisha HSC exams to begin on May 3
Education,ICAI launches international curriculum on CA Course
Education,"India Education Summit 2021 HIGHLIGHTS: ‘By 2025, CBSE board exams will be entirely different’"
Education,"Ahmedabad’s Shreya Tibrewal is ICAI CA (inter) topper, know her success strategy"
Education,Delhi govt sets ball rolling for nursery
Education,SC sets aside Centre’s move to not lower minimum marks for dental surgery courses
Education,Financial education to be part of school textbooks in Manipur: Official
Education,"No child deprived of online education, says Javadekar"
Education,"No field visits, regular counselling, online classes: What UGC says about reopening colleges"
Education,"IGNOU offers online certificate course in environmental impact assessment, apply at SWAYAM"
Education,"Five Indian colleges in top 100, ISB offers best course in country: FT Global MBA ranking 2021"
Education,"ICAI CA intermediate, foundation result 2020 declared HIGHLIGHTS: Meet toppers"
Education,Tripura to assess learning loss of school students during pandemic
Education,"PM Modi wants one medical college, tech institute in each state to teach in mother tongue"
Education,"GATE 2021 day two: 79.63% attendance in shift 3, candidates find paper ‘moderately difficult’"
Education,BSEB Simultala Awasiya Vidyalaya main entrance exam 2021 answer key released
Education,"IGNOU offers certificate course in environmental, occupational hazards at Swayam"
Education,"ICAI CA intermediate, foundation declared: Here’s how to check merit list, know top rank holders"
Education,"Use books by Indian authors, publishers to promote Atmanirbhar Bharat: AICTE to colleges"
Education,"Delhi govt to provide science scholarships to 1,000 Class 9 students"
Education,Preparing for JEE Main 2021? Try these sample papers
Education,"Delhi: Classes 9 and 11 reopen, Manish Sisodia says cannot wait for zero cases"
Education,Uttarakhand to reopen schools for Classes 6 to 11 from February 8
Education,"Periyar University UG, PG November exam result 2020 announced, how to check"
Education,"Edtechs asked to takedown ads on “impractical, misleading impacts of coding”"
Education,First-year undergraduate courses to begin on February 8 in Gujarat
Education,Covid lesson for teachers: How teaching-learning methods evolved during pandemic
Education,"Bihar DElEd result for 2019-21, 2018-20 academic years released: Here’s how to check"
Education,Hebrew University of Jerusalem launches MA in Smart Cities and Urban Informatics
Education,"Kolkata colleges to not reopen now, exams to be held online"
Education,DoPT opposes de-reserving vacant IIT posts after a year
Education,"Gujarat board exams for Classes 10, 12 from May 10"
Education,NSDC partners with CBSE to launch first edition of ‘Junior Skills Championship 2021’
Education,Andhra Pradesh to hold SSC exam from June 7
Education,IGNOU commences admission process for January 2021 session
Education,Nirma University to conduct ‘International Teaching Month’
Education,PhD work starts in staggered manner even as colleges and universities await state govt nod
Education,NEET 2021: Follow these section-wise important chapters
Education,Delhi nursery admissions to begin soon: Arvind Kejriwal
Education,Maharashtra: PhD work starts in staggered manner even as colleges and universities await state govt nod
Education,What Budget 2021 tells us about reforms in CBSE Board exams
Education,"AP Intermediate Exam Time Table 2021 released, 2020 batch students can appear to improve score"
Education,"Assam CM launches schemes for college students, literary bodies"
Education,"Higher education institutes welcome Budget’s focus on research, internship; K12 section felt leftout"
Education,"Gujarat: School for Classes 9, 11 resumes with less than 30% attendance"
Education,"Telangana students happy to be back in class, but catching up is not easy"
Education,The Budget Connection: ‘Poor Internet… most parents can’t afford smartphones’
Education,UP JEE BEd 2021 notification released
Education,Mumbai girl Komal Kishor Jain tops ICAI CA exam
Education,"Budget 2021-22: Education gets Rs 93,224 cr, Rs 8100 cr more than revised estimates"
Education,"Education Budget 2021: Stress on research and innovation, less focus on digital education; here’s how experts reacted"
Education,JNU to reopen campus from February 8
Education,"AIBE XV 2020 answer key released, here’s how to raise objections"
Education,"NIFT admit card 2021 released, steps to download"
Education,"ICAI CA final exam result 2020: Mumbai’s Komal tops in new syllabus, Salem’s Essakiraj AIR in old"
Education,Delhi University to reopen today for final-year students
Education,"IIT-Gandhinagar develops gaze sensitive, virtual reality-based social interactive system for individuals with autism"
Education,"CEED, UCEED 2021 final answer key released, here’s how to check"
Education,IIT-Bombay to launch 16th annual entrepreneurship fest- E-Summit 2021
Education,Applications re-open for National Fellowship for Persons with Disability: Here’s all you need to know
Education,"ICAI CA final exam result out: Meet toppers, know pass percentage"
Education,"HPBoSE revises Himachal Pradesh Board exam dates for classes 5, 8, 10, 12"
Education,Maharashtra varsity VCs demand resumption of classroom teaching
Education,"Digital infrastructure, research funds, NEP plan: What education sector expects from Budget 2021"
Education,Percentage of school students owning smartphone in rural India rises from 36 pc to 61 pc in 2 years: Survey
Education,"JEE, NEET to National Recruitment Agency: Key takeaways for students, job seekers from President’s speech"
Education,Brexit’s impact on studying or working in the UK: An expert answers all your questions
Education,"Govt, World back sign agreement under STARS project to develop education"
Education,Maharashtra: Govt appoints music stalwarts on committee to design courses for proposed music university
Education,Govt to set-up a virtual university soon
Education,Over 13.50 lakh to appear for Bihar Board inter exam begins today
Education,Vocational courses to be rolled out for skill development of school students: Eco Survey
Education,"E-education, if well utilised, can reduce inequalities in educational outcomes: Economic Survey"
Education,Sikkim asks schools to introduce 11 local languages in curriculum
Education,"Indian Navy invites applications for admission to BTech courses, selection based on JEE Main score"
Education,"UP DELED semester results 2018 released, here’s how to check"
Education,"BITS launches management school, to offer specialisation in e-commerce, data science, entrepreneurship"
Education,IIHM to host virtual Young Chef Olympiad from January 31
Education,Maharashtra education minister visits schools as classes 5 to 8 resume
Education,Haryana govt to provide free textbooks to Schedule Caste college students
Education,Tourism and hospitality institutes upgrade curriculum for COVID-affected market
Education,Schools for Classes 9 and 11 to resume in Gujarat from Feb 1
Education,LSAT-India exam rescheduled due to CBSE board exams
Education,"DRDO offers online course on artificial intelligence, machine learning, cyber security; check eligibility"
Education,Kendriya Vidyalayas to conduct term-end exams for classes 3 to 11 from March 1
Education,"These courses on retail management, digital marketing available for free at SWAYAM"
Education,"US Embassy, Delhi govt launch English teaching programme for teachers from city women colleges"
Education,"Offline, outdoor: MICA’s open-air classes get encouraging response"
Education,IRM India launches free course on ‘enterprise risk management for startups’
Education,AP EAMCET round 2 allotment result 2020 released
Education,"IIM-Bangalore launches healthcare incubation programme, applications open"
Education,AP ICET 2020 web counselling to begin today
Education,AMU to bury time capsule of its 100-year history on R-Day
Education,"At IIM Calcutta, it’s teachers versus Director over her powers, their role"
Education,Online education should continue even after pandemic ends: Study
Education,Uttar Pradesh will provide free coaching to students from Basant Panchami: Yogi Adityanath
Education,"CBSE, university toppers to witness Republic Day parade from PM’s box"
Education,"International Education Day: Engineering, diverse cultural experience attract foreign students to India"
Education,CBSE restructures affiliation system; process to be completely digital
Education,"Calcutta University offers free repository access to scholars, aims to increase research quality"
Education,National Girl Child Day: ‘Gross enrolment ratio of girls in schools improved from 2014-15 to 2018-19’
Education,Why January 24 is celebrated as International Education Day
Education,AILET 2021: Applications open for law admissions
Education,"Formal systems in place made shift from classroom to online teaching seamless, says CEPT University president"
Education,"1.20 lakh to take All India Bar exam today, re-exam for COVID-affected candidates in March-April"
Education,"Month after reopening, Jharkhand schools see increase in attendance for physical classes"
Education,"COVID experience has given fresh perspective in life to students, prepared for future: Edu secretary"
Education,JNU VC M Jagadesh Kumar to continue in office till successor is appointed
Education,"NCP corporator alleges over 11,500 tabs of civic school students broken"
Education,ICAI asks students to submit observations on CA January 2021 question papers
Education,"Rajasthan to offer schedule languages at primary, upper primary schools"
Education,"Indian students now have Academic Bank of Credit, Liberal education degrees based on self-chosen curriculum on offer"
Education,"IISc researchers develop software platform for tracking missing persons, objects"
Education,Take inspiration from Indian cricket team: PM Modi to Tezpur University students
Education,Odisha education department decides on providing exam guide for HSC students
Education,Uttar Pradesh Board to conduct Class 12 practical exams in two phases
Education,Jamia Millia Islamia begins two-week online refresher course in commerce and management studies
Education,NSDC partners with California State University to offer 200+ free courses
Education,Celebrate Subhash Chandra Bose’s birth anniversary as Prakram Diwas: UGC tells varsities
Education,"AP EAMCET 2020: Option entry of round 2 web counselling begins, check details"
Education,"Fed up with online classes, Surat teen runs off to Mumbai"
Education,PM to virtually address 18th convocation of Tezpur University on Jan 22
Education,Student Speak: ‘Keeping calm during pandemic helped me score 95.4% marks in CBSE exams’
Education,"Odisha govt announces reduction in tuition fee in all aided, unaided private schools"
Education,Govt school transformation helped Delhi get highest NAS score
Education,"SAT doing away with optional essay, subject tests"
Education,"Telangana: Schools seek vaccination for staff before reopening, extension of academic year; parents want reduction in fees"
Education,lISB-backed mentorship programme kicks off for meritorious schools in Punjab
Education,Jabalpur varsity’s visually impaired students get fee relief
Education,Delhi University’s Vidya Vistar Scheme aims academic cooperation with other varsities
Education,"Indian, international students ask China to permit them to return to re-join courses"
Education,"IIT-Delhi, University of Queensland offer joint PhD to train 300 student in three years"
Education,ICSI elects Nagendra D Rao as new president
Education,"NEET 2021 to have more internal choices, no syllabus cut: Education Ministry"
Education,"Plastic shields, swab testing: Here’s how schools reopened worldwide"
Education,"Kota day 1: 25,000 students begin classes, say ‘happy to be back’"
Education,Students’ body protests against closing down LLB course in govt-aided college in Ghaziabad
Education,"Quota in faculty posts: Govt panel sought waiver for IITs, panel writes to ministry"
Education,ICSI CSEET result 2021 declared: Here’s how to check e-marksheet
Education,"UV sanitisers, apps: Kota opens to students today"
Education,Delhi: 40% of students who fail Class 9 dropping out
Education,ITBP troops launch e-enabled school in Naxal violence affected Chhattisgarh
Education,Manipur schools should take consent from parents before allowing students to attend: Education Minister
Education,"Set up CAT corporation to hold multilingual exam, allow multiple attempts a year: IIM-Rohtak director"
Education,Set-up office for international affairs: UGC to varsities
Education,Disability rights groups seek withdrawal of govt proposal to set up disability studies university
Education,Jammu school education directorate to set up digital studio for teachers to deliver online lectures
Education,"BMC allows schools affiliated to Cambridge International to conduct class 10, 12 pre-boards in classroom"
